cidade,m2Aprox,4mm,3mm,$4mm,$3mm
1,63.35061985020946,18864.73106011404,16250.0,297.78289627976966,256.5089345364357
1,46.88335718883809,13520.0,12026.0,297.78289627976966,256.5089345364357
1,9.730655208992172,2897.622690833517,2496.0,297.78289627976966,256.5089345364357
1,30.60712101193812,9114.277141720328,7851.0,297.78289627976966,256.5089345364357
1,1370.0,431550.0,351417.24031491694,297.78289627976966,256.5089345364357
1,1370.0,431550.0,351417.24031491694,297.78289627976966,256.5089345364357
1,51.85004578509451,15440.056806124108,13300.0,297.78289627976966,256.5089345364357
1,20.662048320376012,6152.804591914118,5300.0,297.78289627976966,256.5089345364357
1,1370.0,409970.0,351417.24031491694,297.78289627976966,256.5089345364357
1,6.682720951610254,1990.0,1714.1776311018618,297.78289627976966,256.5089345364357
1,57.015557865188505,16978.257954102635,14625.0,297.78289627976966,256.5089345364357
1,13.254898922505365,3947.082191039245,3400.0,297.78289627976966,256.5089345364357
1,11.63,3463.215083733721,2820.0,297.78289627976966,256.5089345364357
1,70.6018292607565,21024.01719991786,18110.0,297.78289627976966,256.5089345364357
1,25.18613423973714,7500.0,6460.468458926615,297.78289627976966,256.5089345364357
1,17.7,5270.757264151924,4799.0,297.78289627976966,256.5089345364357
1,56.674439142918146,16876.678633009713,14537.5,297.78289627976966,256.5089345364357
1,95.12339226739144,29280.0,24400.0,297.78289627976966,256.5089345364357
1,29.577917095602412,8375.0,7587.0,297.78289627976966,256.5089345364357
1,1790.0,537000.0,501000.0,297.78289627976966,256.5089345364357
1,624.0,187200.0,160061.57515073585,297.78289627976966,256.5089345364357
1,358.0,107400.0,91830.19856404397,297.78289627976966,256.5089345364357
1,21.441748256993968,6384.985897269366,5500.0,297.78289627976966,256.5089345364357
2,165.0,57750.0,40425.0,335.3263888888889,245.0
2,26.839522024561475,9000.0,6575.682896017563,335.3263888888889,245.0
2,71.1,24885.0,17419.5,335.3263888888889,245.0
2,2400.0,734350.0,588000.0,335.3263888888889,245.0
3,1160.65,316439.0,321655.18351475114,290.81973463145647,277.13366089238883
3,1708.0,527772.0,439810.0,290.81973463145647,277.13366089238883
3,662.0,192522.6643260242,186600.0,290.81973463145647,277.13366089238883
3,1086.0,315830.2318097618,293220.0,290.81973463145647,277.13366089238883
3,346.0,100623.62818248397,93420.0,290.81973463145647,277.13366089238883
3,208.0,60490.504803342956,66690.0,290.81973463145647,277.13366089238883
3,247.0,71832.47445396977,66690.0,290.81973463145647,277.13366089238883
3,432.1,125663.20733425235,116640.0,290.81973463145647,277.13366089238883
3,49.32637903306907,14345.084460727783,13670.0,290.81973463145647,277.13366089238883
4,57.0,15960.0,13800.0,280.0,245.0
4,65.68532142857143,18391.89,15455.84,280.0,245.0
4,71.14285714285714,19920.0,17430.0,280.0,245.0
4,26.990571428571428,7557.36,6612.69,280.0,245.0
4,35.214285714285715,9860.0,8500.0,280.0,245.0
4,150.0,42000.0,36750.0,280.0,245.0
4,150.0,42000.0,37500.0,280.0,245.0
4,40.0,11200.0,9600.0,280.0,245.0
5,49.42551351351353,16001.51,11614.995675675676,323.75,235.0
5,122.72296525096523,39731.56,28839.896833976836,323.75,235.0
5,50.965250965250966,16500.0,15125.0,323.75,235.0
5,17.952123552123552,5812.0,4810.0,323.75,235.0
5,2527.5,973087.5,593962.5,323.75,235.0
5,123.41776061776062,39956.5,29003.173745173746,323.75,235.0
5,49.370409266409276,15983.67,11602.046177606178,323.75,235.0
5,90.0,27450.0,21150.0,323.75,235.0
5,432.0,131760.0,101520.0,323.75,235.0
5,396.04,118812.0,93069.4,323.75,235.0
5,56.52509652509652,18300.0,13283.397683397683,323.75,235.0
5,2020.0,653975.0,474700.0,323.75,235.0
5,191.0,61836.25,44885.0,323.75,235.0
5,1591.0,515086.25,373885.0,323.75,235.0
5,1063.0,344146.25,249805.0,323.75,235.0
6,180.0,54000.0,45900.0,323.75,255.33333333333331
6,11.945169712793732,3867.2486945169708,3050.0,323.75,255.33333333333331
6,405.63,113576.4,99784.98,323.75,255.33333333333331
6,240.0,77700.0,63600.0,323.75,255.33333333333331
6,60.947389033942564,19046.26,15561.9,323.75,255.33333333333331
6,60.947389033942564,19731.717199738898,15561.9,323.75,255.33333333333331
7,197.19076923076923,64087.0,59019.0,325.0,250.0
7,84.46153846153847,27450.0,21115.384615384617,325.0,250.0
7,262.0,91700.0,65500.0,325.0,250.0
7,18748,6093.1,4687.0,325.0,250.0
7,62.30769230769231,20250.0,18419.0,325.0,250.0
7,104.0,31200.0,26000.0,325.0,250.0
7,161.53846153846158,52500.0,43750.0,325.0,250.0
7,52.62769230769231,17104.0,13830.89,325.0,250.0
7,76.15384615384616,24750.0,20625.0,325.0,250.0
7,22.523076923076925,7320.0,6100.0,325.0,250.0
7,71.53646153846154,23249.35,19439.35,325.0,250.0
7,16.326523076923078,5306.12,4081.6307692307696,325.0,250.0
7,86.30769230769229,28050.0,23375.0,325.0,250.0
